jfid;jlid;nemz;pa;pf;po;pk;pl;pm;pn
45604;9;5;'20';'18';'0';'18';'0';'1';'17'
45606;6;3;'1';'1';'0';'1';'0';'0';'1'
45612;5;7;'1';'1';'0';'1';'0';'0';'1'
45612;9;5;'2';'1';'0';'1';'0';'0';'1'
45616;9;5;'7';'5';'0';'5';'0';'0';'5'
45622;9;5;'19';'17';'0';'17';'0';'0';'17'
45626;5;7;'8';'3';'0';'3';'0';'2';'1'
45626;6;3;'11';'7';'0';'7';'0';'0';'7'
45626;9;5;'8';'5';'0';'5';'0';'0';'5'
45628;5;7;'21';'11';'0';'12';'1';'5';'7'
45628;9;5;'31';'28';'0';'28';'0';'5';'23'
45630;5;7;'4';'0';'0';'0';'0';'0';'0'
45630;9;5;'2';'2';'0';'2';'0';'0';'2'
45632;5;7;'1';'0';'0';'0';'0';'0';'0'
45632;9;5;'1';'1';'0';'1';'0';'0';'1'
45634;6;3;'8';'6';'0';'6';'0';'1';'5'
45634;9;5;'62';'53';'0';'53';'0';'4';'49'
45636;6;3;'8';'7';'0';'7';'0';'0';'7'
45636;9;5;'38';'35';'0';'35';'0';'4';'31'
45638;5;7;'1';'1';'0';'1';'0';'0';'1'
45638;6;3;'1';'1';'0';'1';'0';'0';'1'
45638;9;5;'72';'64';'0';'64';'0';'0';'64'
45640;9;5;'21';'13';'0';'13';'0';'1';'12'
45642;5;7;'2';'0';'0';'0';'0';'0';'0'
45646;5;7;'21';'10';'0';'10';'0';'4';'6'
45648;19;8;'16';'14';'0';'14';'0';'5';'9'
45650;10;11;'22';'21';'0';'21';'0';'1';'20'
45652;10;11;'6';'5';'0';'5';'0';'1';'4'
45654;19;8;'1';'0';'0';'0';'0';'0';'0'
45658;9;5;'1';'0';'0';'0';'0';'0';'0'
45658;10;11;'3';'0';'0';'0';'0';'0';'0'
45658;19;8;'1';'0';'0';'0';'0';'0';'0'
45660;10;11;'7';'5';'0';'5';'0';'0';'5'
45662;10;11;'4';'2';'0';'2';'0';'0';'2'
45664;10;11;'5';'2';'0';'2';'0';'0';'2'
45666;10;11;'1';'1';'0';'1';'0';'0';'1'
45672;9;5;'1';'0';'0';'0';'0';'0';'0'
45678;19;8;'1';'0';'0';'0';'0';'0';'0'
45692;9;5;'3';'0';'0';'0';'0';'0';'0'
45694;9;5;'1';'1';'0';'1';'0';'0';'1'
45696;9;5;'1';'0';'0';'0';'0';'0';'0'
45696;19;8;'1';'1';'0';'1';'0';'0';'1'
45698;9;5;'6';'6';'0';'6';'0';'0';'6'
45698;19;8;'2';'1';'0';'1';'0';'0';'1'
45700;19;8;'5';'2';'0';'2';'0';'1';'1'
45706;5;7;'1';'0';'0';'0';'0';'0';'0'
45706;10;11;'1';'0';'0';'0';'0';'0';'0'
45710;5;7;'26';'13';'0';'13';'0';'4';'9'
45710;19;8;'1';'1';'0';'1';'0';'0';'1'
45712;5;7;'2';'0';'0';'0';'0';'0';'0'
45714;19;8;'10';'10';'0';'9';'-1';'0';'9'
45716;10;11;'1';'1';'0';'1';'0';'0';'1'
45716;19;8;'8';'8';'0';'8';'0';'2';'6'
45718;19;8;'1';'0';'0';'0';'0';'0';'0'
45722;5;7;'10';'1';'0';'1';'0';'0';'1'
45722;9;5;'1';'1';'0';'1';'0';'0';'1'
45722;10;11;'1';'1';'0';'1';'0';'0';'1'
45724;9;5;'13';'13';'0';'13';'0';'2';'11'
45724;10;11;'7';'6';'0';'6';'0';'1';'5'
45726;5;7;'2';'2';'0';'2';'0';'2';'0'
45726;9;5;'2';'2';'0';'2';'0';'2';'0'
45726;10;11;'3';'3';'0';'3';'0';'1';'2'
45726;13;13;'1';'0';'0';'0';'0';'0';'0'
45728;5;7;'2';'1';'0';'1';'0';'0';'1'
45728;9;5;'6';'5';'0';'5';'0';'0';'5'
45728;10;11;'2';'2';'0';'2';'0';'0';'2'
45730;9;5;'11';'10';'0';'10';'0';'0';'10'
45730;10;11;'1';'1';'0';'1';'0';'0';'1'
45732;5;7;'12';'4';'0';'4';'0';'2';'2'
45732;9;5;'5';'4';'0';'4';'0';'2';'2'
45732;10;11;'2';'1';'0';'1';'0';'1';'0'
45732;13;13;'1';'1';'0';'1';'0';'0';'1'
45734;5;7;'2';'0';'0';'0';'0';'0';'0'
45734;9;5;'22';'19';'1';'18';'-1';'0';'18'
45736;9;5;'3';'3';'0';'3';'0';'0';'3'
45736;10;11;'1';'1';'0';'1';'0';'0';'1'
45744;19;8;'1';'0';'0';'0';'0';'0';'0'
45746;10;11;'1';'0';'0';'0';'0';'0';'0'
45754;19;8;'1';'1';'0';'1';'0';'0';'1'
45756;19;8;'7';'2';'0';'2';'0';'0';'2'
45758;19;8;'4';'3';'0';'3';'0';'0';'3'
45760;9;5;'2';'1';'0';'1';'0';'0';'1'
45760;19;8;'2';'2';'0';'2';'0';'0';'2'
45762;19;8;'8';'6';'0';'6';'0';'3';'3'
45764;19;8;'13';'12';'0';'12';'0';'1';'11'
45766;19;8;'9';'5';'0';'4';'-1';'0';'4'
45772;10;11;'61';'47';'0';'47';'0';'4';'43'
45774;9;5;'9';'6';'0';'6';'0';'3';'3'
45774;19;8;'1';'1';'0';'1';'0';'0';'1'
45776;9;5;'2';'0';'0';'0';'0';'0';'0'
45776;19;8;'1';'0';'0';'0';'0';'0';'0'
45778;9;5;'7';'5';'0';'5';'0';'0';'5'
45788;5;7;'8';'2';'0';'2';'0';'1';'1'
45790;5;7;'2';'0';'0';'0';'0';'0';'0'
45794;5;7;'2';'1';'0';'1';'0';'0';'1'
45796;5;7;'5';'1';'0';'1';'0';'0';'1'
45798;5;7;'24';'10';'0';'10';'0';'5';'5'
45800;3;9;'1';'1';'0';'1';'0';'0';'1'
45802;3;9;'2';'1';'0';'1';'0';'0';'1'
45802;5;7;'2';'0';'0';'0';'0';'0';'0'
45804;5;7;'2';'0';'0';'0';'0';'0';'0'
45808;3;9;'3';'2';'0';'2';'0';'0';'2'
45808;5;7;'1';'1';'0';'1';'0';'1';'0'
45810;3;9;'2';'1';'0';'1';'0';'0';'1'
45812;3;9;'0';'0';'0';'0';'0';'0';'0'
45812;5;7;'0';'0';'0';'0';'0';'0';'0'
45812;9;5;'0';'0';'0';'0';'0';'0';'0'
45814;3;9;'1';'1';'0';'1';'0';'0';'1'
45818;5;7;'1';'1';'0';'1';'0';'0';'1'
45820;5;7;'1';'0';'0';'0';'0';'0';'0'
45822;5;7;'1';'0';'0';'0';'0';'0';'0'
45824;3;9;'3';'2';'0';'2';'0';'1';'1'
45828;6;3;'1';'1';'0';'1';'0';'0';'1'
45828;9;5;'1';'1';'0';'1';'0';'0';'1'
45838;9;5;'2';'2';'0';'2';'0';'0';'2'
45840;5;7;'1';'0';'0';'0';'0';'0';'0'
45842;3;9;'8';'7';'0';'7';'0';'1';'6'
45842;5;7;'34';'24';'0';'24';'0';'8';'16'
45844;3;9;'9';'5';'0';'5';'0';'1';'4'
45844;5;7;'28';'11';'0';'10';'-1';'2';'8'
45846;5;7;'2';'2';'0';'2';'0';'0';'2'
45856;9;5;'1';'0';'0';'0';'0';'0';'0'
45864;5;7;'1';'0';'0';'0';'0';'0';'0'
45866;5;7;'2';'1';'0';'1';'0';'0';'1'
45868;5;7;'34';'18';'0';'18';'0';'9';'9'
45876;10;11;'34';'29';'0';'29';'0';'4';'25'
45878;3;9;'24';'21';'0';'21';'0';'2';'19'
45880;5;7;'1';'0';'0';'0';'0';'0';'0'
45884;5;7;'1';'0';'0';'0';'0';'0';'0'
45892;5;7;'5';'2';'0';'2';'0';'0';'2'
45894;5;7;'34';'16';'0';'16';'0';'2';'14'
45904;5;7;'1';'1';'0';'1';'0';'0';'1'
45910;7;4;'1';'1';'0';'1';'0';'0';'1'
45912;9;5;'1';'1';'0';'1';'0';'1';'0'
45912;10;11;'1';'1';'0';'1';'0';'0';'1'
45916;5;7;'1';'1';'0';'0';'-1';'0';'0'
45916;19;8;'1';'0';'0';'0';'0';'0';'0'
45926;9;5;'4';'4';'0';'4';'0';'0';'4'
45926;33;6;'1';'1';'0';'1';'0';'0';'1'
45928;6;3;'0';'0';'0';'0';'0';'0';'0'
45928;9;5;'0';'0';'0';'0';'0';'0';'0'
45930;9;5;'1';'1';'0';'1';'0';'0';'1'
45932;5;7;'1';'0';'0';'0';'0';'0';'0'
45934;9;5;'2';'2';'0';'2';'0';'0';'2'
45936;9;5;'2';'2';'0';'2';'0';'0';'2'
45938;9;5;'1';'0';'0';'0';'0';'0';'0'
45942;9;5;'1';'1';'0';'1';'0';'0';'1'
45942;33;6;'1';'1';'0';'1';'0';'0';'1'
45950;9;5;'3';'2';'0';'2';'0';'0';'2'
45950;10;11;'1';'1';'0';'1';'0';'0';'1'
45952;9;5;'1';'1';'0';'1';'0';'0';'1'
45952;10;11;'2';'2';'0';'2';'0';'0';'2'
45954;9;5;'1';'0';'0';'0';'0';'0';'0'
45958;5;7;'1';'1';'0';'1';'0';'1';'0'
45960;3;9;'2';'1';'0';'1';'0';'0';'1'
45960;9;5;'3';'2';'0';'2';'0';'0';'2'
45962;5;7;'3';'0';'0';'0';'0';'0';'0'
45962;9;5;'2';'1';'0';'1';'0';'0';'1'
45964;9;5;'2';'2';'0';'2';'0';'0';'2'
45966;9;5;'1';'1';'0';'1';'0';'0';'1'
45968;9;5;'1';'1';'0';'1';'0';'0';'1'
45970;9;5;'4';'4';'0';'4';'0';'0';'4'
45972;9;5;'1';'1';'0';'1';'0';'0';'1'
45974;9;5;'1';'0';'0';'0';'0';'0';'0'
45978;9;5;'1';'1';'0';'0';'-1';'0';'0'
45978;13;13;'2';'2';'0';'2';'0';'0';'2'
45982;3;9;'1';'1';'0';'1';'0';'0';'1'
45982;9;5;'3';'0';'0';'0';'0';'0';'0'
45984;9;5;'2';'2';'0';'2';'0';'0';'2'
45986;9;5;'2';'0';'0';'0';'0';'0';'0'
45988;9;5;'1';'1';'0';'1';'0';'0';'1'
45992;9;5;'2';'2';'0';'2';'0';'0';'2'
45994;5;7;'6';'4';'0';'4';'0';'1';'3'
45996;9;5;'3';'3';'0';'3';'0';'0';'3'
45998;11;10;'1';'1';'0';'1';'0';'0';'1'
46004;9;5;'1';'1';'0';'1';'0';'1';'0'
46006;3;9;'1';'0';'0';'0';'0';'0';'0'
46006;9;5;'1';'1';'0';'1';'0';'0';'1'
46008;9;5;'3';'3';'0';'3';'0';'0';'3'
46010;9;5;'1';'1';'0';'1';'0';'0';'1'
46014;5;7;'1';'0';'0';'0';'0';'0';'0'
46014;9;5;'1';'1';'0';'1';'0';'0';'1'
46016;9;5;'4';'4';'0';'4';'0';'0';'4'
46018;9;5;'2';'1';'0';'1';'0';'0';'1'
46022;2;2;'1';'1';'0';'1';'0';'1';'0'
46026;9;5;'10';'10';'0';'10';'0';'0';'10'
46026;10;11;'2';'1';'0';'1';'0';'1';'0'
46028;9;5;'8';'7';'0';'7';'0';'0';'7'
46030;9;5;'10';'8';'0';'8';'0';'0';'8'
46030;13;13;'1';'1';'0';'1';'0';'0';'1'
46032;2;2;'2';'2';'0';'2';'0';'0';'2'
46032;9;5;'6';'6';'0';'6';'0';'0';'6'
46034;5;7;'1';'0';'0';'0';'0';'0';'0'
46034;9;5;'2';'1';'0';'1';'0';'0';'1'
46036;5;7;'1';'1';'0';'1';'0';'0';'1'
46036;6;3;'1';'1';'0';'1';'0';'0';'1'
46038;9;5;'1';'1';'0';'1';'0';'0';'1'
46042;5;7;'1';'1';'0';'1';'0';'0';'1'
46042;9;5;'1';'1';'0';'1';'0';'0';'1'
46042;33;6;'1';'1';'0';'1';'0';'0';'1'
46044;9;5;'3';'3';'0';'3';'0';'1';'2'
46046;6;3;'0';'0';'0';'0';'0';'0';'0'
46046;9;5;'0';'0';'0';'0';'0';'0';'0'
46046;10;11;'0';'0';'0';'0';'0';'0';'0'
46046;17;1;'0';'0';'0';'0';'0';'0';'0'
46046;33;6;'0';'0';'0';'0';'0';'0';'0'
46048;9;5;'1';'1';'0';'1';'0';'0';'1'
46050;9;5;'1';'0';'0';'0';'0';'0';'0'
46050;11;10;'1';'0';'0';'0';'0';'0';'0'
46052;9;5;'1';'0';'0';'0';'0';'0';'0'
46054;9;5;'1';'1';'0';'1';'0';'0';'1'
46056;3;9;'1';'1';'0';'1';'0';'1';'0'
46056;9;5;'2';'2';'0';'2';'0';'0';'2'
46056;33;6;'2';'2';'0';'2';'0';'0';'2'
46058;9;5;'1';'1';'0';'1';'0';'0';'1'
46066;5;7;'1';'0';'0';'0';'0';'0';'0'
46072;5;7;'1';'1';'0';'1';'0';'0';'1'
46072;6;3;'4';'3';'0';'3';'0';'0';'3'
46072;9;5;'59';'52';'0';'52';'0';'4';'48'
46074;5;7;'42';'31';'0';'31';'0';'6';'25'
46076;5;7;'2';'0';'0';'0';'0';'0';'0'
46076;9;5;'2';'2';'0';'2';'0';'0';'2'
46078;5;7;'24';'15';'0';'15';'0';'6';'9'
46080;9;5;'40';'32';'0';'32';'0';'2';'30'
46082;5;7;'1';'0';'0';'0';'0';'0';'0'
46082;9;5;'1';'0';'0';'0';'0';'0';'0'
46084;9;5;'112';'87';'0';'87';'0';'2';'85'
46086;5;7;'2';'1';'0';'1';'0';'0';'1'
46088;5;7;'3';'2';'0';'2';'0';'0';'2'
46090;9;5;'64';'51';'0';'51';'0';'2';'49'
46092;9;5;'35';'29';'0';'29';'0';'3';'26'
46094;5;7;'1';'0';'0';'0';'0';'0';'0'
46094;9;5;'42';'39';'0';'39';'0';'0';'39'
46096;5;7;'54';'34';'0';'34';'0';'15';'19'
46100;5;7;'4';'2';'0';'2';'0';'2';'0'
46102;5;7;'8';'5';'0';'5';'0';'3';'2'
46102;9;5;'2';'2';'0';'2';'0';'0';'2'
46104;5;7;'18';'13';'0';'13';'0';'4';'9'
46104;9;5;'37';'32';'0';'32';'0';'2';'30'
46110;5;7;'1';'1';'0';'1';'0';'1';'0'
46110;6;3;'1';'1';'0';'1';'0';'0';'1'
46110;9;5;'4';'4';'0';'4';'0';'0';'4'
46112;9;5;'3';'3';'0';'3';'0';'0';'3'
46114;5;7;'2';'1';'0';'1';'0';'0';'1'
46114;6;3;'1';'0';'0';'0';'0';'0';'0'
46114;9;5;'3';'3';'0';'3';'0';'0';'3'
46116;3;9;'2';'2';'0';'2';'0';'1';'1'
46116;5;7;'2';'1';'0';'1';'0';'1';'0'
46116;6;3;'1';'0';'0';'0';'0';'0';'0'
46116;9;5;'1';'1';'0';'1';'0';'0';'1'
46118;5;7;'2';'1';'0';'1';'0';'1';'0'
46118;6;3;'2';'2';'0';'2';'0';'1';'1'
46118;9;5;'10';'10';'0';'10';'0';'0';'10'
46120;5;7;'11';'7';'0';'7';'0';'3';'4'
46120;9;5;'2';'2';'0';'2';'0';'0';'2'
46122;5;7;'26';'10';'0';'9';'-1';'5';'4'
46122;9;5;'3';'3';'0';'3';'0';'0';'3'
46124;5;7;'85';'38';'0';'36';'-2';'11';'25'
46126;5;7;'3';'2';'0';'2';'0';'2';'0'
46126;9;5;'2';'1';'0';'1';'0';'0';'1'
46128;3;9;'2';'1';'0';'1';'0';'0';'1'
46128;5;7;'4';'0';'0';'0';'0';'0';'0'
46128;9;5;'1';'1';'0';'1';'0';'0';'1'
46130;6;3;'2';'2';'0';'2';'0';'1';'1'
46130;9;5;'4';'3';'0';'3';'0';'0';'3'
46132;5;7;'48';'20';'0';'18';'-2';'7';'11'
46132;9;5;'2';'1';'0';'1';'0';'0';'1'
46134;5;7;'3';'1';'0';'1';'0';'0';'1'
46134;9;5;'4';'4';'0';'4';'0';'0';'4'
46136;5;7;'30';'18';'0';'18';'0';'6';'12'
46136;9;5;'1';'1';'0';'1';'0';'0';'1'
46138;5;7;'9';'5';'0';'5';'0';'2';'3'
46140;5;7;'39';'19';'0';'19';'0';'6';'13'
46142;5;7;'3';'0';'0';'0';'0';'0';'0'
46142;6;3;'1';'1';'0';'1';'0';'0';'1'
46142;9;5;'2';'1';'0';'1';'0';'0';'1'
46144;5;7;'1';'0';'0';'0';'0';'0';'0'
46144;6;3;'1';'1';'0';'1';'0';'0';'1'
46144;9;5;'6';'6';'0';'6';'0';'0';'6'
46146;5;7;'2';'0';'0';'0';'0';'0';'0'
46146;6;3;'1';'1';'0';'1';'0';'1';'0'
46146;9;5;'3';'2';'0';'2';'0';'0';'2'
46148;3;9;'2';'0';'0';'0';'0';'0';'0'
46148;5;7;'14';'6';'0';'6';'0';'0';'6'
46148;6;3;'1';'1';'0';'1';'0';'0';'1'
46148;9;5;'2';'2';'0';'2';'0';'0';'2'
46150;5;7;'3';'2';'0';'1';'-1';'0';'1'
46150;6;3;'7';'7';'0';'7';'0';'0';'7'
46150;9;5;'3';'3';'0';'3';'0';'0';'3'
46150;11;10;'1';'1';'0';'1';'0';'0';'1'
46152;5;7;'2';'1';'0';'1';'0';'0';'1'
46152;6;3;'4';'4';'0';'4';'0';'0';'4'
46152;9;5;'9';'7';'0';'7';'0';'0';'7'
46154;5;7;'4';'1';'0';'1';'0';'0';'1'
46154;9;5;'10';'10';'0';'10';'0';'0';'10'
46156;6;3;'1';'0';'0';'0';'0';'0';'0'
46156;9;5;'3';'3';'0';'3';'0';'0';'3'
46158;5;7;'8';'6';'0';'6';'0';'0';'6'
46158;9;5;'2';'2';'0';'2';'0';'0';'2'
46160;5;7;'8';'7';'0';'7';'0';'2';'5'
46160;6;3;'1';'1';'0';'1';'0';'1';'0'
46160;9;5;'8';'3';'0';'3';'0';'1';'2'
46162;3;9;'1';'1';'0';'1';'0';'0';'1'
46162;9;5;'12';'12';'0';'12';'0';'4';'8'
46164;6;3;'4';'3';'0';'3';'0';'1';'2'
46164;9;5;'9';'9';'0';'9';'0';'0';'9'
46166;9;5;'8';'8';'0';'8';'0';'0';'8'
46168;5;7;'2';'1';'0';'1';'0';'0';'1'
46168;6;3;'1';'1';'0';'1';'0';'0';'1'
46168;9;5;'5';'4';'0';'4';'0';'0';'4'
46170;5;7;'9';'6';'0';'6';'0';'0';'6'
46170;6;3;'2';'1';'0';'1';'0';'0';'1'
46170;9;5;'7';'7';'0';'7';'0';'0';'7'
46172;3;9;'1';'1';'0';'1';'0';'1';'0'
46172;6;3;'5';'5';'0';'5';'0';'1';'4'
46172;9;5;'6';'6';'0';'6';'0';'0';'6'
46174;6;3;'1';'1';'0';'1';'0';'0';'1'
46174;9;5;'6';'6';'0';'6';'0';'0';'6'
46176;5;7;'1';'0';'0';'0';'0';'0';'0'
46176;6;3;'3';'3';'0';'3';'0';'0';'3'
46176;9;5;'5';'5';'0';'5';'0';'0';'5'
46178;5;7;'2';'1';'0';'1';'0';'1';'0'
46178;9;5;'2';'2';'0';'2';'0';'0';'2'
46180;5;7;'7';'2';'0';'2';'0';'2';'0'
46180;6;3;'4';'4';'0';'4';'0';'1';'3'
46180;9;5;'3';'3';'0';'3';'0';'0';'3'
46180;11;10;'1';'1';'0';'1';'0';'0';'1'
46182;9;5;'9';'8';'0';'8';'0';'0';'8'
46184;5;7;'3';'2';'0';'2';'0';'1';'1'
46184;6;3;'3';'3';'0';'3';'0';'0';'3'
46184;9;5;'5';'5';'0';'5';'0';'0';'5'
46186;6;3;'2';'2';'0';'2';'0';'0';'2'
46186;9;5;'2';'2';'0';'2';'0';'0';'2'
46188;5;7;'11';'2';'0';'2';'0';'0';'2'
46188;6;3;'1';'1';'0';'1';'0';'0';'1'
46190;6;3;'5';'3';'0';'3';'0';'0';'3'
46190;9;5;'11';'11';'0';'11';'0';'0';'11'
46192;5;7;'13';'6';'0';'6';'0';'0';'6'
46192;6;3;'4';'4';'0';'4';'0';'0';'4'
46192;9;5;'2';'2';'0';'2';'0';'0';'2'
46194;5;7;'18';'10';'0';'10';'0';'4';'6'
46194;6;3;'1';'1';'0';'1';'0';'0';'1'
46194;9;5;'8';'4';'0';'4';'0';'1';'3'
46196;5;7;'6';'0';'0';'0';'0';'0';'0'
46196;9;5;'4';'4';'0';'4';'0';'0';'4'
46198;5;7;'2';'1';'0';'1';'0';'0';'1'
46198;6;3;'1';'1';'0';'1';'0';'0';'1'
46198;9;5;'5';'5';'0';'5';'0';'0';'5'
46200;9;5;'4';'4';'0';'4';'0';'0';'4'
46200;11;10;'1';'1';'0';'1';'0';'0';'1'
46202;5;7;'13';'0';'0';'0';'0';'0';'0'
46202;9;5;'1';'1';'0';'1';'0';'0';'1'
46204;3;9;'1';'1';'0';'1';'0';'0';'1'
46204;5;7;'1';'0';'0';'0';'0';'0';'0'
46204;9;5;'7';'7';'0';'7';'0';'0';'7'
46206;6;3;'2';'2';'0';'2';'0';'0';'2'
46206;9;5;'4';'4';'0';'4';'0';'0';'4'
46210;5;7;'2';'1';'0';'1';'0';'0';'1'
46210;9;5;'1';'0';'0';'0';'0';'0';'0'
46216;10;11;'1';'1';'0';'1';'0';'0';'1'
46216;11;10;'1';'0';'0';'0';'0';'0';'0'
46216;19;8;'1';'1';'0';'1';'0';'0';'1'
46218;5;7;'2';'0';'0';'0';'0';'0';'0'
46220;9;5;'4';'4';'0';'4';'0';'0';'4'
46222;9;5;'1';'1';'0';'1';'0';'0';'1'
46226;9;5;'1';'1';'0';'1';'0';'0';'1'
46228;9;5;'2';'2';'0';'2';'0';'0';'2'
46230;10;11;'1';'0';'0';'0';'0';'0';'0'
46234;9;5;'1';'1';'0';'1';'0';'0';'1'
46236;5;7;'1';'0';'0';'0';'0';'0';'0'
46236;9;5;'1';'1';'0';'1';'0';'0';'1'
46240;9;5;'1';'1';'0';'1';'0';'0';'1'
46242;9;5;'0';'0';'0';'0';'0';'0';'0'
46242;10;11;'0';'0';'0';'0';'0';'0';'0'
46242;17;1;'0';'0';'0';'0';'0';'0';'0'
46242;19;8;'0';'0';'0';'0';'0';'0';'0'
46244;9;5;'1';'1';'0';'1';'0';'0';'1'
46244;19;8;'2';'2';'0';'2';'0';'0';'2'
46246;9;5;'1';'1';'0';'1';'0';'0';'1'
46248;10;11;'1';'1';'0';'1';'0';'0';'1'
46250;5;7;'1';'1';'0';'1';'0';'1';'0'
46252;9;5;'6';'6';'0';'6';'0';'1';'5'
46254;19;8;'2';'2';'0';'2';'0';'1';'1'
46258;9;5;'3';'3';'0';'3';'0';'1';'2'
46260;5;7;'1';'0';'0';'0';'0';'0';'0'
46262;5;7;'1';'1';'0';'1';'0';'0';'1'
46262;19;8;'6';'5';'1';'4';'-1';'2';'2'
46264;13;13;'1';'1';'0';'1';'0';'0';'1'
46264;19;8;'2';'2';'0';'2';'0';'0';'2'
46268;9;5;'2';'2';'0';'2';'0';'0';'2'
46274;5;7;'1';'1';'0';'0';'-1';'0';'0'
46276;9;5;'1';'0';'0';'0';'0';'0';'0'
46280;5;7;'1';'1';'0';'1';'0';'0';'1'
46282;9;5;'3';'3';'0';'3';'0';'0';'3'
46286;10;11;'2';'2';'0';'2';'0';'0';'2'
46290;5;7;'1';'1';'0';'1';'0';'1';'0'
46290;6;3;'1';'0';'0';'0';'0';'0';'0'
46292;19;8;'5';'1';'0';'1';'0';'1';'0'
46294;19;8;'1';'0';'0';'0';'0';'0';'0'
46296;19;8;'1';'1';'0';'1';'0';'0';'1'
46300;19;8;'1';'1';'0';'1';'0';'1';'0'
46302;9;5;'2';'2';'0';'2';'0';'0';'2'
46302;19;8;'1';'1';'0';'1';'0';'0';'1'
46304;5;7;'3';'2';'0';'2';'0';'0';'2'
46304;19;8;'1';'1';'0';'1';'0';'0';'1'
46306;9;5;'1';'1';'0';'1';'0';'0';'1'
46306;19;8;'2';'2';'0';'2';'0';'0';'2'
46308;5;7;'1';'0';'0';'0';'0';'0';'0'
46308;19;8;'3';'3';'0';'3';'0';'0';'3'
46310;5;7;'3';'2';'0';'2';'0';'1';'1'
46310;19;8;'6';'5';'0';'5';'0';'2';'3'
46312;19;8;'3';'2';'0';'2';'0';'0';'2'
46314;19;8;'5';'5';'0';'5';'0';'1';'4'
46320;10;11;'1';'1';'0';'1';'0';'0';'1'
46322;10;11;'1';'0';'0';'0';'0';'0';'0'
46324;10;11;'3';'3';'0';'3';'0';'0';'3'
46326;10;11;'10';'10';'0';'10';'0';'3';'7'
46328;9;5;'1';'1';'0';'1';'0';'0';'1'
46328;10;11;'9';'7';'0';'7';'0';'0';'7'
46330;5;7;'1';'0';'0';'0';'0';'0';'0'
46330;10;11;'11';'10';'0';'10';'0';'0';'10'
46332;10;11;'9';'5';'0';'5';'0';'0';'5'
46334;9;5;'1';'1';'0';'1';'0';'0';'1'
46334;10;11;'12';'8';'0';'8';'0';'0';'8'
46336;10;11;'12';'12';'0';'12';'0';'0';'12'
46338;10;11;'11';'8';'0';'8';'0';'1';'7'
46340;10;11;'19';'19';'0';'19';'0';'6';'13'
46342;10;11;'1';'1';'0';'1';'0';'0';'1'
46348;11;10;'1';'0';'0';'0';'0';'0';'0'
46352;5;7;'2';'0';'0';'0';'0';'0';'0'
46354;5;7;'23';'12';'0';'12';'0';'1';'11'
46370;5;7;'2';'1';'0';'1';'0';'1';'0'
46372;19;8;'12';'8';'0';'8';'0';'0';'8'
46374;19;8;'9';'6';'0';'6';'0';'4';'2'
46376;19;8;'10';'7';'0';'7';'0';'2';'5'
46386;5;7;'1';'0';'0';'0';'0';'0';'0'
46414;7;4;'1';'1';'0';'1';'0';'0';'1'
46414;10;11;'1';'1';'0';'1';'0';'0';'1'
46418;9;5;'1';'0';'0';'0';'0';'0';'0'
46420;2;2;'1';'1';'0';'1';'0';'1';'0'
46428;11;10;'5';'3';'0';'3';'0';'0';'3'
46430;11;10;'4';'3';'0';'3';'0';'0';'3'
46432;11;10;'5';'2';'0';'2';'0';'0';'2'
46476;3;9;'1';'1';'0';'1';'0';'0';'1'
46476;6;3;'1';'1';'0';'1';'0';'0';'1'
46476;9;5;'1';'1';'0';'1';'0';'1';'0'
46480;33;6;'1';'1';'0';'1';'0';'0';'1'
46486;9;5;'2';'2';'0';'2';'0';'0';'2'
46488;9;5;'2';'2';'0';'2';'0';'0';'2'
46492;9;5;'2';'2';'0';'2';'0';'0';'2'
46494;9;5;'1';'1';'0';'1';'0';'0';'1'
46496;9;5;'1';'1';'0';'1';'0';'0';'1'
46496;17;1;'1';'1';'0';'1';'0';'0';'1'
46498;9;5;'2';'2';'0';'2';'0';'0';'2'
46502;9;5;'1';'1';'0';'1';'0';'0';'1'
46504;9;5;'2';'2';'0';'2';'0';'0';'2'
46504;10;11;'1';'1';'0';'1';'0';'0';'1'
46504;33;6;'1';'1';'0';'1';'0';'0';'1'
46506;5;7;'2';'2';'0';'2';'0';'0';'2'
46506;10;11;'3';'3';'0';'3';'0';'0';'3'
46508;9;5;'1';'1';'0';'1';'0';'0';'1'
46508;33;6;'2';'2';'0';'2';'0';'2';'0'
46510;9;5;'2';'2';'0';'2';'0';'0';'2'
46510;33;6;'1';'1';'0';'1';'0';'0';'1'
46512;33;6;'1';'1';'0';'1';'0';'0';'1'
46516;9;5;'3';'3';'0';'2';'-1';'0';'2'
46516;17;1;'1';'1';'0';'2';'1';'2';'0'
46520;9;5;'1';'1';'0';'1';'0';'0';'1'
46520;11;10;'2';'2';'0';'2';'0';'1';'1'
46522;9;5;'3';'3';'0';'3';'0';'0';'3'
46524;9;5;'2';'2';'0';'2';'0';'0';'2'
46524;13;13;'1';'0';'0';'0';'0';'0';'0'
46526;9;5;'2';'2';'0';'2';'0';'0';'2'
46528;9;5;'1';'1';'0';'1';'0';'0';'1'
46532;2;2;'1';'1';'0';'1';'0';'1';'0'
46534;13;13;'1';'0';'0';'0';'0';'0';'0'
46536;9;5;'2';'2';'0';'2';'0';'0';'2'
46540;9;5;'6';'6';'0';'6';'0';'0';'6'
46542;9;5;'6';'6';'0';'6';'0';'0';'6'
46544;5;7;'4';'0';'0';'0';'0';'0';'0'
46550;6;3;'1';'1';'0';'1';'0';'0';'1'
